task_id,department,task,latitude,longitude,start_time,end_time,inventory_used,inventory_count,task_type,task_status,task_description,optimization_suggestion,similar_tasks
500,Education,Maintenance,-68.131796,-171.026926,27-06-2024 14:39,27-06-2024 22:39,Projector,8,Administrative,Completed,Meeting to discuss quarterly budget,Merge with task 362,"[332, 362]"
501,Education,Training,53.923711,82.275764,08-09-2024 11:35,08-09-2024 19:35,Whiteboard,2,Training,Completed,Training on new software,None,[]
502,Transport,Meeting,-17.706614,122.71569,23-04-2024 18:34,24-04-2024 02:34,Whiteboard,2,Administrative,Completed,Presentation preparation for stakeholders,Reallocate resources,[299]
503,Education,Training,-85.941244,13.828426,22-01-2024 11:36,22-01-2024 19:36,Laptop,9,Training,Completed,Report generation for annual review,Reallocate resources,"[309, 310]"
504,Health,Maintenance,-18.43956,77.746958,24-01-2024 01:40,24-01-2024 08:40,Whiteboard,7,Administrative,Completed,Maintenance of office equipment,None,"[180, 158]"
505,Agriculture,Meeting,-51.174872,139.609756,30-06-2024 19:00,01-07-2024 02:00,Printer,5,Maintenance,Planned,Report generation for annual review,Reallocate resources,"[72, 428, 301]"
506,Education,Training,-35.418395,175.817674,04-11-2023 04:48,04-11-2023 10:48,Laptop,10,Training,Completed,Meeting to discuss quarterly budget,Reschedule task 140,"[328, 469, 140]"
507,Transport,Presentation,45.943875,-130.706266,04-12-2023 23:03,05-12-2023 02:03,Printer,5,Report,Ongoing,Meeting to discuss quarterly budget,Reschedule task 300,"[428, 300]"
508,Agriculture,Meeting,52.419519,-124.551371,07-03-2024 08:22,07-03-2024 13:22,Printer,2,Administrative,Ongoing,Training on new software,Merge with task 465,"[465, 353, 331]"
509,Health,Report,88.979932,-155.979063,20-04-2024 16:33,20-04-2024 22:33,Scanner,8,Report,Ongoing,Maintenance of office equipment,Merge with task 419,"[499, 356, 419]"
510,Agriculture,Meeting,62.150412,-121.374996,06-05-2024 16:57,06-05-2024 17:57,Projector,6,Training,Planned,Training on new software,Merge with task 28,"[84, 28]"
511,Health,Meeting,-37.825884,10.660439,23-07-2024 13:56,23-07-2024 15:56,Scanner,4,Maintenance,Completed,Presentation preparation for stakeholders,Reschedule task 279,[279]
512,Health,Maintenance,33.37987,67.804791,06-11-2023 22:08,07-11-2023 00:08,Scanner,10,Administrative,Completed,Meeting to discuss quarterly budget,Merge with task 266,[266]
513,Transport,Maintenance,75.763328,-121.309509,08-12-2023 18:42,08-12-2023 22:42,Projector,9,Maintenance,Completed,Presentation preparation for stakeholders,None,[]
514,Finance,Report,74.885609,-138.036366,17-01-2024 08:19,17-01-2024 11:19,Laptop,8,Administrative,Ongoing,Maintenance of office equipment,None,[453]
515,Finance,Presentation,47.446118,-56.863753,22-03-2024 00:55,22-03-2024 05:55,Laptop,2,Maintenance,Completed,Training on new software,Merge with task 315,[315]
516,Education,Report,34.347265,102.2507,06-08-2024 20:55,06-08-2024 22:55,Laptop,8,Training,Completed,Training on new software,None,[]
517,Education,Presentation,16.771711,-11.130357,05-02-2024 00:53,05-02-2024 05:53,Laptop,2,Administrative,Planned,Meeting to discuss quarterly budget,None,[]
518,Agriculture,Presentation,-53.027786,144.422952,07-02-2024 06:57,07-02-2024 09:57,Whiteboard,1,Construction,Completed,Maintenance of office equipment,None,"[361, 165]"
519,Transport,Training,0.883661,-155.398666,25-02-2024 01:39,25-02-2024 02:39,Scanner,4,Maintenance,Ongoing,Training on new software,None,[]
520,Health,Training,75.685892,126.466852,26-02-2024 08:28,26-02-2024 16:28,Whiteboard,10,Maintenance,Ongoing,Meeting to discuss quarterly budget,None,[364]
521,Agriculture,Training,2.565181,-33.271931,02-02-2024 15:31,02-02-2024 21:31,Laptop,8,Construction,Planned,Training on new software,Merge with task 296,"[370, 296, 42]"
522,Agriculture,Report,-38.94994,36.140223,13-09-2024 20:14,14-09-2024 01:14,Printer,4,Report,Ongoing,Maintenance of office equipment,None,"[194, 72, 488]"
523,Health,Training,-87.698548,62.697208,13-09-2024 18:59,13-09-2024 20:59,Printer,8,Report,Planned,Meeting to discuss quarterly budget,None,[]
524,Health,Report,-17.887628,32.600604,09-02-2024 02:57,09-02-2024 04:57,Projector,2,Administrative,Completed,Maintenance of office equipment,Merge with task 414,[414]
525,Finance,Maintenance,47.667062,95.749979,17-10-2023 10:47,17-10-2023 15:47,Printer,6,Training,Planned,Presentation preparation for stakeholders,Merge with task 524,"[497, 524, 286]"
526,Finance,Meeting,-44.875825,-0.981438,05-12-2023 11:14,05-12-2023 14:14,Laptop,2,Construction,Completed,Report generation for annual review,None,[]
527,Finance,Report,18.825106,-62.295881,28-05-2024 04:23,28-05-2024 09:23,Scanner,10,Construction,Completed,Presentation preparation for stakeholders,Reallocate resources,"[478, 207, 301]"
528,Finance,Presentation,-42.900251,-56.298366,29-01-2024 21:40,29-01-2024 22:40,Laptop,7,Construction,Ongoing,Report generation for annual review,Reschedule task 386,"[386, 454]"
529,Finance,Presentation,28.693985,100.577689,12-08-2024 06:03,12-08-2024 09:03,Printer,7,Maintenance,Ongoing,Report generation for annual review,Reschedule task 113,"[113, 503, 482]"
530,Agriculture,Meeting,-19.550732,-1.911193,13-12-2023 03:00,13-12-2023 10:00,Scanner,6,Administrative,Ongoing,Meeting to discuss quarterly budget,None,[]
531,Education,Meeting,-66.924349,-48.092366,19-02-2024 18:35,19-02-2024 19:35,Whiteboard,7,Construction,Ongoing,Maintenance of office equipment,Merge with task 422,"[422, 360]"
532,Health,Training,26.654908,33.3114,31-05-2024 00:56,31-05-2024 02:56,Whiteboard,2,Administrative,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[39, 472]"
533,Finance,Presentation,2.656768,-28.377854,08-03-2024 22:50,08-03-2024 23:50,Printer,10,Construction,Ongoing,Report generation for annual review,Merge with task 501,"[331, 101, 501]"
534,Agriculture,Maintenance,-0.588349,112.124584,09-10-2023 10:15,09-10-2023 16:15,Projector,10,Administrative,Ongoing,Report generation for annual review,Reallocate resources,[509]
535,Education,Presentation,-51.465581,-84.544164,28-04-2024 03:49,28-04-2024 08:49,Scanner,7,Maintenance,Planned,Meeting to discuss quarterly budget,None,[]
536,Transport,Maintenance,-40.794312,23.914186,16-08-2024 14:11,16-08-2024 22:11,Printer,4,Administrative,Completed,Maintenance of office equipment,Merge with task 321,"[444, 321]"
537,Health,Presentation,2.766462,61.761689,02-04-2024 18:47,02-04-2024 21:47,Laptop,9,Maintenance,Planned,Report generation for annual review,Merge with task 479,[479]
538,Health,Meeting,4.008525,-48.861119,02-02-2024 16:17,02-02-2024 19:17,Projector,3,Administrative,Ongoing,Report generation for annual review,None,"[66, 209]"
539,Transport,Maintenance,26.287678,-87.679211,28-10-2023 22:00,29-10-2023 02:00,Printer,4,Construction,Completed,Training on new software,None,[]
540,Transport,Maintenance,-6.451254,21.537004,03-09-2024 02:39,03-09-2024 09:39,Printer,1,Maintenance,Completed,Maintenance of office equipment,Merge with task 30,[30]
541,Health,Training,25.972888,-164.796346,14-01-2024 23:05,15-01-2024 07:05,Laptop,1,Construction,Ongoing,Presentation preparation for stakeholders,None,"[66, 417]"
542,Agriculture,Report,79.769186,80.724403,23-06-2024 09:11,23-06-2024 12:11,Projector,2,Report,Planned,Presentation preparation for stakeholders,None,[]
543,Health,Presentation,80.94141,155.360025,23-07-2024 10:32,23-07-2024 15:32,Printer,2,Maintenance,Planned,Meeting to discuss quarterly budget,None,"[338, 400]"
544,Education,Report,-50.758491,-141.546955,11-09-2024 09:49,11-09-2024 13:49,Whiteboard,8,Training,Ongoing,Presentation preparation for stakeholders,None,[]
545,Transport,Presentation,-22.553103,161.53592,09-02-2024 03:54,09-02-2024 09:54,Scanner,7,Training,Planned,Training on new software,Reschedule task 372,"[149, 372]"
546,Agriculture,Meeting,26.171566,145.882595,27-01-2024 09:06,27-01-2024 10:06,Laptop,4,Administrative,Planned,Report generation for annual review,Reallocate resources,"[372, 125]"
547,Agriculture,Report,-20.075217,147.524076,17-12-2023 12:31,17-12-2023 19:31,Whiteboard,5,Construction,Completed,Maintenance of office equipment,None,[165]
548,Education,Report,52.077132,-81.346851,08-08-2024 04:18,08-08-2024 06:18,Printer,8,Training,Ongoing,Report generation for annual review,None,[]
549,Education,Maintenance,1.140213,-53.331715,24-08-2024 21:50,25-08-2024 03:50,Printer,1,Construction,Planned,Training on new software,Merge with task 4,"[140, 4, 411]"
550,Transport,Presentation,-75.198231,-123.183922,09-03-2024 16:11,09-03-2024 19:11,Scanner,7,Administrative,Ongoing,Report generation for annual review,Merge with task 267,[267]
551,Education,Training,-74.808189,-47.664157,16-12-2023 04:26,16-12-2023 11:26,Printer,10,Maintenance,Completed,Meeting to discuss quarterly budget,None,[92]
552,Finance,Maintenance,36.227008,-119.247856,17-09-2023 04:06,17-09-2023 11:06,Scanner,7,Report,Ongoing,Training on new software,None,[]
553,Transport,Training,80.503832,-137.753813,15-07-2024 00:32,15-07-2024 07:32,Printer,8,Construction,Completed,Training on new software,Merge with task 273,[273]
554,Transport,Training,-12.364454,-105.621857,11-06-2024 02:02,11-06-2024 06:02,Whiteboard,4,Training,Completed,Report generation for annual review,Merge with task 30,[30]
555,Transport,Presentation,-8.824196,-90.605535,10-02-2024 09:50,10-02-2024 17:50,Laptop,1,Training,Completed,Maintenance of office equipment,None,"[218, 393, 434]"
556,Education,Meeting,-72.849704,-158.849167,18-01-2024 12:53,18-01-2024 18:53,Projector,8,Administrative,Planned,Presentation preparation for stakeholders,None,[]
557,Health,Maintenance,0.81756,-42.862437,03-09-2024 04:55,03-09-2024 11:55,Whiteboard,3,Report,Completed,Presentation preparation for stakeholders,Merge with task 267,[267]
558,Health,Report,-66.254484,-65.765741,18-08-2024 08:13,18-08-2024 15:13,Projector,5,Construction,Ongoing,Meeting to discuss quarterly budget,None,[512]
559,Health,Maintenance,76.722668,-78.146817,21-03-2024 04:33,21-03-2024 09:33,Scanner,5,Report,Ongoing,Report generation for annual review,None,[324]
560,Education,Training,10.021447,152.22701,15-08-2024 22:08,16-08-2024 06:08,Laptop,4,Maintenance,Completed,Training on new software,Reschedule task 37,[37]
561,Health,Report,-69.115672,142.263078,29-08-2024 11:35,29-08-2024 19:35,Laptop,8,Administrative,Planned,Presentation preparation for stakeholders,None,"[469, 505, 116]"
562,Finance,Meeting,-27.071226,-106.655864,28-07-2024 06:46,28-07-2024 11:46,Projector,3,Report,Ongoing,Presentation preparation for stakeholders,Reallocate resources,[5]
563,Agriculture,Training,-15.044582,-152.339233,02-06-2024 22:16,03-06-2024 06:16,Laptop,6,Construction,Ongoing,Meeting to discuss quarterly budget,Merge with task 383,"[383, 109, 332]"
564,Health,Report,-8.270007,163.872551,22-06-2024 19:36,22-06-2024 20:36,Whiteboard,1,Report,Ongoing,Maintenance of office equipment,None,[217]
565,Agriculture,Maintenance,53.666455,87.767997,02-03-2024 17:43,03-03-2024 00:43,Laptop,7,Administrative,Completed,Training on new software,Merge with task 22,"[92, 22, 214]"
566,Education,Training,-68.291643,-3.295765,13-03-2024 04:26,13-03-2024 11:26,Whiteboard,10,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reschedule task 205,"[525, 205]"
567,Health,Maintenance,11.350274,-27.694591,16-02-2024 21:14,17-02-2024 04:14,Whiteboard,10,Maintenance,Ongoing,Report generation for annual review,None,[]
568,Health,Presentation,-28.485927,-13.131045,23-10-2023 04:45,23-10-2023 08:45,Projector,8,Report,Planned,Presentation preparation for stakeholders,None,[]
569,Transport,Report,-11.276007,146.594776,30-03-2024 19:35,31-03-2024 03:35,Whiteboard,3,Maintenance,Planned,Maintenance of office equipment,Reschedule task 536,[536]
570,Health,Meeting,75.114362,4.829226,22-12-2023 19:50,23-12-2023 02:50,Printer,2,Training,Planned,Presentation preparation for stakeholders,Reallocate resources,"[364, 261]"
571,Education,Meeting,-69.491612,58.168196,26-05-2024 22:59,27-05-2024 01:59,Projector,7,Construction,Completed,Report generation for annual review,None,"[322, 466]"
572,Health,Presentation,55.410132,-57.119623,09-02-2024 21:13,10-02-2024 00:13,Projector,3,Construction,Planned,Presentation preparation for stakeholders,Reallocate resources,"[109, 445]"
573,Finance,Report,-68.997913,-118.175274,07-06-2024 14:02,07-06-2024 22:02,Printer,7,Report,Planned,Report generation for annual review,None,"[370, 405]"
574,Health,Training,-65.67949,-111.31125,18-04-2024 11:25,18-04-2024 12:25,Projector,1,Maintenance,Ongoing,Training on new software,None,[447]
575,Finance,Training,-74.503162,97.099613,27-01-2024 15:55,27-01-2024 18:55,Printer,7,Construction,Completed,Training on new software,None,[456]
576,Finance,Meeting,64.76336,30.681457,31-05-2024 15:31,31-05-2024 19:31,Whiteboard,10,Training,Completed,Maintenance of office equipment,None,[]
577,Health,Report,86.307649,125.501854,14-05-2024 22:17,15-05-2024 03:17,Laptop,8,Training,Ongoing,Presentation preparation for stakeholders,Merge with task 541,"[238, 63, 541]"
578,Finance,Presentation,-78.568098,141.435791,28-07-2024 17:29,29-07-2024 00:29,Printer,2,Training,Planned,Maintenance of office equipment,Merge with task 447,"[447, 22, 166]"
579,Finance,Maintenance,-11.140076,2.74894,10-05-2024 08:13,10-05-2024 14:13,Scanner,8,Maintenance,Ongoing,Report generation for annual review,Reallocate resources,"[369, 484, 166]"
580,Education,Meeting,30.070161,-133.525241,20-12-2023 17:33,20-12-2023 21:33,Projector,10,Training,Completed,Report generation for annual review,Reallocate resources,"[311, 241, 215]"
581,Agriculture,Maintenance,68.563099,-51.464205,30-08-2024 17:55,30-08-2024 20:55,Projector,9,Construction,Completed,Maintenance of office equipment,Reallocate resources,"[117, 233, 124]"
582,Agriculture,Maintenance,88.859308,102.558889,19-01-2024 09:39,19-01-2024 10:39,Scanner,5,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
583,Health,Report,53.817639,166.552959,08-11-2023 10:10,08-11-2023 12:10,Laptop,10,Report,Completed,Presentation preparation for stakeholders,None,[]
584,Transport,Meeting,-59.931666,-137.498634,20-04-2024 13:50,20-04-2024 17:50,Whiteboard,3,Administrative,Planned,Report generation for annual review,Reschedule task 102,"[102, 158, 373]"
585,Transport,Training,-10.960477,-30.330058,05-08-2024 05:37,05-08-2024 06:37,Projector,8,Administrative,Ongoing,Presentation preparation for stakeholders,Merge with task 88,[88]
586,Finance,Training,-62.709981,91.262582,12-02-2024 01:52,12-02-2024 08:52,Projector,3,Training,Ongoing,Report generation for annual review,Reschedule task 529,"[529, 371, 31]"
587,Transport,Meeting,-74.739921,-66.670354,09-12-2023 09:17,09-12-2023 12:17,Printer,1,Training,Completed,Training on new software,None,[]
588,Finance,Maintenance,-14.525046,138.881826,22-09-2023 03:25,22-09-2023 08:25,Whiteboard,6,Construction,Ongoing,Presentation preparation for stakeholders,Reschedule task 414,[414]
589,Finance,Presentation,51.901484,54.733351,26-12-2023 01:05,26-12-2023 07:05,Printer,4,Administrative,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[400, 130]"
590,Education,Maintenance,-51.527787,4.201778,02-12-2023 07:55,02-12-2023 12:55,Scanner,6,Maintenance,Completed,Meeting to discuss quarterly budget,None,"[248, 312]"
591,Agriculture,Meeting,41.75751,122.970039,11-02-2024 21:27,12-02-2024 02:27,Scanner,6,Construction,Completed,Meeting to discuss quarterly budget,Reschedule task 306,"[306, 587, 6]"
592,Finance,Presentation,38.636482,157.514193,23-04-2024 16:29,23-04-2024 20:29,Whiteboard,5,Administrative,Planned,Presentation preparation for stakeholders,Reallocate resources,[387]
593,Health,Meeting,-30.987547,29.652857,02-11-2023 01:07,02-11-2023 07:07,Printer,2,Maintenance,Planned,Report generation for annual review,Reschedule task 84,"[84, 95, 64]"
594,Health,Training,-9.690464,-47.054082,02-09-2024 14:06,02-09-2024 21:06,Scanner,9,Report,Ongoing,Maintenance of office equipment,None,"[434, 451, 502]"
595,Health,Training,-64.017687,-134.235368,16-10-2023 14:31,16-10-2023 22:31,Projector,9,Report,Completed,Training on new software,None,"[485, 34, 161]"
596,Agriculture,Meeting,18.288038,-32.896851,04-03-2024 07:08,04-03-2024 09:08,Whiteboard,10,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 121,[121]
597,Health,Maintenance,-2.533403,104.833332,21-10-2023 20:20,21-10-2023 23:20,Scanner,7,Construction,Ongoing,Maintenance of office equipment,None,[188]
598,Finance,Meeting,-67.980977,-54.48638,18-05-2024 19:55,18-05-2024 20:55,Printer,8,Report,Ongoing,Presentation preparation for stakeholders,None,"[346, 387, 487]"
599,Agriculture,Training,47.151222,1.71499,11-09-2024 21:12,12-09-2024 05:12,Printer,8,Maintenance,Planned,Maintenance of office equipment,None,[]
600,Health,Presentation,-16.266901,-96.183978,11-10-2023 19:25,12-10-2023 02:25,Whiteboard,9,Construction,Planned,Report generation for annual review,None,"[91, 170]"
601,Finance,Maintenance,10.987984,-135.43862,30-07-2024 20:24,30-07-2024 22:24,Projector,10,Report,Planned,Meeting to discuss quarterly budget,Reallocate resources,[488]
602,Health,Meeting,28.485795,11.469397,29-12-2023 09:23,29-12-2023 10:23,Whiteboard,4,Maintenance,Planned,Presentation preparation for stakeholders,Reschedule task 87,"[87, 547, 329]"
603,Transport,Meeting,-28.80782,-115.017118,05-07-2024 06:19,05-07-2024 07:19,Scanner,6,Training,Ongoing,Meeting to discuss quarterly budget,None,[]
604,Agriculture,Presentation,-59.731921,-128.147669,14-02-2024 16:21,14-02-2024 21:21,Laptop,3,Administrative,Ongoing,Training on new software,None,[]
605,Agriculture,Maintenance,-57.337589,76.788224,22-12-2023 22:59,23-12-2023 03:59,Printer,2,Administrative,Completed,Report generation for annual review,None,"[265, 385]"
606,Health,Meeting,-53.539298,90.768146,31-12-2023 20:47,01-01-2024 00:47,Printer,9,Report,Ongoing,Meeting to discuss quarterly budget,Reschedule task 326,"[63, 326]"
607,Finance,Report,-84.796841,48.074866,03-11-2023 01:36,03-11-2023 02:36,Whiteboard,9,Report,Planned,Meeting to discuss quarterly budget,Reallocate resources,[569]
608,Agriculture,Maintenance,12.284215,-19.446388,17-10-2023 10:36,17-10-2023 14:36,Projector,6,Report,Completed,Training on new software,Merge with task 463,"[569, 463, 43]"
609,Finance,Maintenance,27.550593,-119.742597,15-01-2024 07:26,15-01-2024 08:26,Printer,5,Report,Ongoing,Report generation for annual review,None,"[218, 600]"
610,Agriculture,Meeting,-60.945065,12.272143,19-05-2024 06:33,19-05-2024 08:33,Whiteboard,2,Training,Planned,Meeting to discuss quarterly budget,None,[570]
611,Finance,Training,19.880156,164.670183,30-04-2024 07:22,30-04-2024 13:22,Whiteboard,5,Training,Ongoing,Training on new software,Reschedule task 216,"[350, 216]"
612,Agriculture,Training,26.359793,-179.262895,17-05-2024 01:17,17-05-2024 09:17,Laptop,1,Maintenance,Ongoing,Presentation preparation for stakeholders,None,"[403, 552, 84]"
613,Education,Presentation,-84.429446,119.550191,08-12-2023 03:12,08-12-2023 11:12,Laptop,6,Training,Planned,Maintenance of office equipment,Reschedule task 182,"[182, 9, 128]"
614,Transport,Meeting,-50.126262,-172.878599,18-02-2024 14:31,18-02-2024 19:31,Whiteboard,4,Construction,Planned,Maintenance of office equipment,None,[240]
615,Health,Meeting,-39.463856,145.622732,17-08-2024 18:27,17-08-2024 22:27,Laptop,4,Training,Completed,Maintenance of office equipment,Reallocate resources,"[175, 566, 199]"
616,Agriculture,Presentation,11.725242,-156.470175,03-08-2024 08:29,03-08-2024 11:29,Laptop,3,Administrative,Planned,Training on new software,None,"[197, 24]"
617,Education,Presentation,-44.474207,21.641752,08-06-2024 13:13,08-06-2024 21:13,Laptop,7,Construction,Ongoing,Report generation for annual review,Reschedule task 125,"[281, 125, 531]"
618,Agriculture,Meeting,69.084439,-99.162646,15-10-2023 17:59,15-10-2023 22:59,Printer,9,Training,Ongoing,Meeting to discuss quarterly budget,None,"[200, 343, 84]"
619,Education,Training,86.05721,-27.424708,23-04-2024 03:42,23-04-2024 05:42,Projector,4,Maintenance,Ongoing,Maintenance of office equipment,None,[]
620,Education,Meeting,-3.606044,110.901267,13-12-2023 20:27,14-12-2023 02:27,Whiteboard,4,Construction,Ongoing,Training on new software,Reallocate resources,"[56, 342]"
621,Education,Meeting,49.634905,43.04396,26-10-2023 14:45,26-10-2023 16:45,Printer,10,Construction,Completed,Meeting to discuss quarterly budget,None,[]
622,Health,Maintenance,70.215073,69.61092,03-04-2024 06:18,03-04-2024 09:18,Laptop,8,Construction,Ongoing,Presentation preparation for stakeholders,Reallocate resources,"[68, 105, 58]"
623,Transport,Report,-17.697049,42.228711,08-02-2024 08:21,08-02-2024 15:21,Projector,10,Report,Completed,Report generation for annual review,Reschedule task 104,"[476, 439, 104]"
624,Transport,Report,3.098321,31.612808,25-11-2023 05:13,25-11-2023 07:13,Laptop,1,Report,Planned,Meeting to discuss quarterly budget,Merge with task 587,[587]
625,Agriculture,Report,-3.348125,43.506319,15-09-2023 16:20,15-09-2023 19:20,Projector,3,Construction,Completed,Training on new software,Reallocate resources,"[599, 447]"
626,Transport,Maintenance,15.059866,14.811734,19-12-2023 22:18,20-12-2023 01:18,Projector,8,Administrative,Planned,Maintenance of office equipment,Reallocate resources,"[378, 9]"
627,Transport,Meeting,-47.270276,114.906164,18-08-2024 19:41,18-08-2024 20:41,Printer,6,Maintenance,Completed,Training on new software,None,[]
628,Education,Training,30.214825,70.121368,24-11-2023 16:26,25-11-2023 00:26,Scanner,6,Report,Planned,Maintenance of office equipment,Merge with task 337,"[429, 337]"
629,Finance,Report,-50.506941,-178.669054,04-07-2024 22:51,05-07-2024 02:51,Projector,8,Report,Completed,Training on new software,Reschedule task 340,"[340, 385, 211]"
630,Transport,Meeting,-76.728392,-169.193668,18-11-2023 17:44,18-11-2023 19:44,Projector,5,Training,Completed,Presentation preparation for stakeholders,Merge with task 31,"[45, 31]"
631,Education,Training,69.368801,78.781203,31-12-2023 20:08,01-01-2024 02:08,Scanner,4,Maintenance,Completed,Meeting to discuss quarterly budget,None,[269]
632,Finance,Training,-21.793904,103.469069,01-02-2024 16:33,01-02-2024 18:33,Whiteboard,4,Administrative,Ongoing,Training on new software,None,"[382, 176]"
633,Transport,Report,68.109811,-156.464093,12-12-2023 18:04,12-12-2023 21:04,Projector,4,Maintenance,Planned,Report generation for annual review,Reschedule task 326,"[326, 614]"
634,Agriculture,Presentation,15.718657,127.596756,14-08-2024 11:22,14-08-2024 16:22,Projector,6,Maintenance,Completed,Maintenance of office equipment,None,[521]
635,Education,Training,40.913738,102.47948,16-03-2024 14:16,16-03-2024 16:16,Projector,9,Training,Planned,Presentation preparation for stakeholders,Reschedule task 532,"[511, 532]"
636,Finance,Presentation,35.011741,77.633954,09-07-2024 11:39,09-07-2024 19:39,Printer,5,Report,Ongoing,Presentation preparation for stakeholders,None,[]
637,Transport,Training,71.079233,-17.251175,08-06-2024 14:57,08-06-2024 18:57,Printer,4,Administrative,Ongoing,Report generation for annual review,Merge with task 384,[384]
638,Transport,Meeting,-36.891357,6.775459,13-04-2024 05:49,13-04-2024 09:49,Scanner,1,Training,Planned,Presentation preparation for stakeholders,Reschedule task 462,"[437, 462]"
639,Health,Report,-32.936323,-42.346466,26-05-2024 19:03,26-05-2024 22:03,Printer,4,Administrative,Planned,Meeting to discuss quarterly budget,None,"[85, 302]"
640,Finance,Presentation,25.857792,102.914387,18-01-2024 16:30,18-01-2024 20:30,Laptop,2,Construction,Ongoing,Meeting to discuss quarterly budget,Merge with task 342,[342]
641,Agriculture,Maintenance,44.138042,96.653827,02-04-2024 16:38,02-04-2024 21:38,Projector,10,Maintenance,Planned,Presentation preparation for stakeholders,Merge with task 307,"[9, 307]"
642,Education,Report,57.935037,92.810187,06-11-2023 00:23,06-11-2023 01:23,Printer,9,Maintenance,Ongoing,Training on new software,Reschedule task 215,[215]
643,Education,Maintenance,52.54468,-67.29306,09-11-2023 20:54,10-11-2023 00:54,Printer,7,Maintenance,Ongoing,Report generation for annual review,None,[]
644,Agriculture,Training,13.951521,-133.795569,24-02-2024 13:00,24-02-2024 14:00,Printer,6,Administrative,Completed,Report generation for annual review,Reschedule task 414,"[414, 551, 307]"
645,Education,Meeting,75.985954,-124.671154,06-09-2024 05:25,06-09-2024 11:25,Scanner,10,Report,Planned,Report generation for annual review,Reallocate resources,"[210, 401, 66]"
646,Agriculture,Report,-70.445096,25.025404,26-04-2024 14:22,26-04-2024 22:22,Whiteboard,2,Maintenance,Completed,Presentation preparation for stakeholders,None,[33]
647,Transport,Report,-85.169069,-108.360455,18-08-2024 21:23,19-08-2024 04:23,Whiteboard,4,Maintenance,Ongoing,Presentation preparation for stakeholders,None,[]
648,Agriculture,Meeting,-23.642592,-176.023048,19-01-2024 01:05,19-01-2024 07:05,Printer,7,Maintenance,Completed,Training on new software,None,"[490, 71, 399]"
649,Agriculture,Training,66.680832,-68.487417,12-06-2024 05:09,12-06-2024 13:09,Projector,10,Report,Ongoing,Presentation preparation for stakeholders,None,[515]
650,Health,Maintenance,-53.693509,176.790641,28-03-2024 09:02,28-03-2024 17:02,Laptop,7,Report,Completed,Presentation preparation for stakeholders,Reschedule task 583,"[583, 503]"
651,Education,Maintenance,26.333845,150.802512,06-11-2023 07:02,06-11-2023 13:02,Whiteboard,7,Report,Completed,Report generation for annual review,None,[184]
652,Education,Report,-20.760301,57.268813,04-01-2024 15:50,04-01-2024 17:50,Printer,1,Maintenance,Completed,Maintenance of office equipment,None,"[69, 223]"
653,Agriculture,Presentation,-68.178488,-47.256456,23-05-2024 12:48,23-05-2024 14:48,Scanner,6,Training,Ongoing,Training on new software,Merge with task 213,"[213, 519]"
654,Finance,Report,-21.391998,88.544677,24-02-2024 06:14,24-02-2024 10:14,Printer,1,Construction,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,[335]
655,Health,Report,-6.95574,-150.282493,09-11-2023 19:00,09-11-2023 23:00,Printer,3,Training,Ongoing,Training on new software,Reallocate resources,[19]
656,Education,Maintenance,-67.652751,86.920734,11-07-2024 05:08,11-07-2024 08:08,Laptop,1,Administrative,Completed,Report generation for annual review,None,"[183, 222]"
657,Agriculture,Training,-10.429534,-162.807832,05-04-2024 21:51,05-04-2024 23:51,Printer,5,Training,Completed,Presentation preparation for stakeholders,None,[]
658,Education,Report,48.080563,154.375399,12-05-2024 06:57,12-05-2024 12:57,Projector,4,Construction,Completed,Report generation for annual review,None,[]
659,Agriculture,Maintenance,57.694779,64.785429,31-03-2024 23:47,01-04-2024 01:47,Projector,2,Maintenance,Planned,Training on new software,None,[]
660,Transport,Presentation,-70.616911,-62.229072,24-04-2024 02:50,24-04-2024 06:50,Scanner,4,Report,Ongoing,Report generation for annual review,None,[]
661,Health,Training,-70.940643,-63.587582,12-04-2024 04:54,12-04-2024 05:54,Printer,6,Construction,Ongoing,Training on new software,Reallocate resources,"[226, 68, 286]"
662,Education,Meeting,-77.880372,-101.318092,09-01-2024 00:10,09-01-2024 05:10,Scanner,8,Construction,Planned,Presentation preparation for stakeholders,None,[258]
663,Education,Maintenance,86.654861,70.673532,08-09-2024 16:09,08-09-2024 19:09,Whiteboard,3,Administrative,Planned,Report generation for annual review,None,[]
664,Agriculture,Meeting,19.535998,30.613289,03-02-2024 13:30,03-02-2024 20:30,Scanner,4,Report,Planned,Meeting to discuss quarterly budget,Reallocate resources,[22]
665,Education,Maintenance,-47.448661,-25.740766,25-08-2024 20:16,26-08-2024 00:16,Scanner,2,Construction,Completed,Maintenance of office equipment,Reschedule task 156,"[304, 207, 156]"
666,Health,Training,76.213645,35.307068,29-06-2024 14:55,29-06-2024 22:55,Whiteboard,3,Administrative,Ongoing,Meeting to discuss quarterly budget,Merge with task 25,"[664, 296, 25]"
667,Agriculture,Maintenance,-46.395183,14.152231,15-06-2024 09:43,15-06-2024 13:43,Projector,10,Training,Planned,Maintenance of office equipment,Reallocate resources,[453]
